kelurahan,kecamatan,kabupaten,provinsi,kodepos
'PAYONAN GADANG','SAMA DUA','ACEH SELATAN','ACEH','23752'
'SUAQ HULU','SAMA DUA','ACEH SELATAN','ACEH','23752'
'SUBARANG','SAMA DUA','ACEH SELATAN','ACEH','23752'
'TAMPANG','SAMA DUA','ACEH SELATAN','ACEH','23752'
'TENGAH','SAMA DUA','ACEH SELATAN','ACEH','23752'
'UJUNG KAMPUNG','SAMA DUA','ACEH SELATAN','ACEH','23752'
'UJUNG TANAH','SAMA DUA','ACEH SELATAN','ACEH','23752'
'BLANG GELINGGANG','SAWANG','ACEH SELATAN','ACEH','23753'
'KUTA BARO','SAWANG','ACEH SELATAN','ACEH','23752'
'KUTA BARO','SAWANG','ACEH SELATAN','ACEH','23753'
'LHOK PAWOH','SAWANG','ACEH SELATAN','ACEH','23753'
'MEULIGO','SAWANG','ACEH SELATAN','ACEH','23753'
'MUTIARA','SAWANG','ACEH SELATAN','ACEH','23753'
'PANTON LUAS','SAWANG','ACEH SELATAN','ACEH','23753'
'SAWANG I','SAWANG','ACEH SELATAN','ACEH','23753'
'SAWANG II','SAWANG','ACEH SELATAN','ACEH','23753'
'SIKULAT','SAWANG','ACEH SELATAN','ACEH','23753'
'TRIENG MEUDURO BAROH','SAWANG','ACEH SELATAN','ACEH','23753'
'TRIENG MEUDURO TUNONG','SAWANG','ACEH SELATAN','ACEH','23753'
'UJUNG KARANG','SAWANG','ACEH SELATAN','ACEH','23753'
'UJUNG PADANG','SAWANG','ACEH SELATAN','ACEH','23753'
'UJUNG PADANG','SAWANG','ACEH SELATAN','ACEH','23757'
'ALUE BARO','MEUKEK','ACEH SELATAN','ACEH','23754'
'ALUE MEUTUAH','MEUKEK','ACEH SELATAN','ACEH','23754'
'ARON TUNGGAI','MEUKEK','ACEH SELATAN','ACEH','23754'
'BLANG BLADEH','MEUKEK','ACEH SELATAN','ACEH','23754'
'BLANG KUALA','MEUKEK','ACEH SELATAN','ACEH','23754'
'BLANG TEUNGOH','MEUKEK','ACEH SELATAN','ACEH','23754'
'DRIEN JALO','MEUKEK','ACEH SELATAN','ACEH','23754'
'IE BUBOH','MEUKEK','ACEH SELATAN','ACEH','23754'
'JAMBO PAPEUN','MEUKEK','ACEH SELATAN','ACEH','23754'
'JAMBO PAPEUN','MEUKEK','ACEH SELATAN','ACEH','23756'
'KEUDE MEUKEK','MEUKEK','ACEH SELATAN','ACEH','23754'
'KUTA BARO','MEUKEK','ACEH SELATAN','ACEH','23752'
'KUTA BARO','MEUKEK','ACEH SELATAN','ACEH','23753'
'KUTA BULOH I','MEUKEK','ACEH SELATAN','ACEH','23754'
'KUTA BULOH II','MEUKEK','ACEH SELATAN','ACEH','23754'
'LABUHAN TAROK','MEUKEK','ACEH SELATAN','ACEH','23754'
'LABUHAN TAROK II','MEUKEK','ACEH SELATAN','ACEH','23754'
'LADANG BARO','MEUKEK','ACEH SELATAN','ACEH','23754'
'LADANG TUHA','MEUKEK','ACEH SELATAN','ACEH','23754'
'LADANG TUHA','MEUKEK','ACEH SELATAN','ACEH','23755'
'LHOK AMAN','MEUKEK','ACEH SELATAN','ACEH','23754'
'LHOK MAMPLAM','MEUKEK','ACEH SELATAN','ACEH','23754'
'ROT TEUNGOH','MEUKEK','ACEH SELATAN','ACEH','23754'
'TANJUNG HARAPAN','MEUKEK','ACEH SELATAN','ACEH','23754'
'APHA','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'BAKAU HULU','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'CACANG','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'DALAM','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'HULU PISANG','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'KOTA PALAK','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'LEMBAH BARU','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'MANGGIS HARAPAN','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'PADANG BAKAU','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'PADANG BARU','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'PADANG BARU','LABUHAN HAJI','ACEH SELATAN','ACEH','23765'
'PASAR LAMA','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'PAWOH','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'PAWOH','LABUHAN HAJI','ACEH SELATAN','ACEH','23765'
'PISANG','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'TENGAH BARU','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'TENGAH PISANG','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'UJUNG BATU','LABUHAN HAJI','ACEH SELATAN','ACEH','23761'
'AUR PEULUMAT','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'BEUTONG','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'GUNUNG ROTAN','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'KEUMUMU HILIR','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'KEUMUMU HULU','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'KEUMUMU SEBERANG','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'LIMAU SARING','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'PADANG PEULUMAT','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'PAYA PEULUMAT','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'TENGAH PEULUMAT','LABUHAN HAJI TIMUR','ACEH SELATAN','ACEH','23758'
'BLANG BARU','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'BLANG POROH','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'IKU LHUNG','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'KUTA IBOH','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'KUTA TRIENG','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'PANTE GEULIMA','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'PANTON PAWOH','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'PEULOKAN','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'PULO IE','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'SUAK LOKAN','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'TENGAH IBOH','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'TUTONG','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'UJUNG PADANG','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23753'
'UJUNG PADANG','LABUHAN HAJI BARAT','ACEH SELATAN','ACEH','23757'
'BATU HAMPARAN','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'DARUL AMIN','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'DELENG KUKUSEN','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'KUBU','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'KUTA BATU I','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'KUTA BATU II','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'KUTA CINGKAM I','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'KUTA CINGKAM II','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'KUTE BATU BARU','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'LAWE KONGKIR','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'LAWE LUBANG INDAH','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'LAWE SEMPILANG','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'MUARA BARU','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PASIR BANGUN','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PASIR NUNANG','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PASIR NUNGGUL','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PAYA MUNJE','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PINTU KHIMBE','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PRAPAT BATU NUNGGUL','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PULO GADUNG','LAWE ALAS','ACEH TENGGARA','ACEH','24665'
'PULO NDADAP','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'PULO SEPANG','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'RIH MBELANG','LAWE ALAS','ACEH TENGGARA','ACEH','24661'
'ALAS MESIKHAT','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'ALUR BANING','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'DOLOK NAULI','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'LAWE MALUN','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'LAWE SUMUR','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'LINGGA ALAS','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'LUMBAN TUA','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'MERANTI','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'MUTIARA DAMAI','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'PINGGAN MBLANG','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'SALIM PIPIT','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'SIGAI INDAH','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'TITI MAS','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'TUAH MESADE','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'TUHI JONGKAT','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'UNING SIGUGUR','BABUL RAHMAH','ACEH TENGGARA','ACEH','24663'
'ALUR LANGSAT','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'JAMBUR DAMAR','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'LAWE TUNGKAL','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'RAMBAH SAYANG','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'RUMAH LUAR','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'RUTUNG MBELANG','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'SALIM PINIM','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'SALIM PINIM II','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'SETAMBUL JAYA','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'TENEMBAK ALAS','TANOH ALAS','ACEH TENGGARA','ACEH','24662'
'BUKIT MERDEKA','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'BUKIT SEPAKAT','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'DARUL AMAN','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'ENMYA BATU DUA RATUS','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'GABUNGAN PARSAORAN','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'GAYA JAYA','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'KARYA INDAH','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'KAYU MBELIN','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'KEDATARAN GAB','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'KERTIMBANG','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'KUTA TENGAH','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE KESUMPAT','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE LONING AMAN','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE LONING GAB','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE LONING HAKHAPEN','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE LONING I','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE LONING SEPAKAT','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE PEKHIDINAN','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE RAKAT','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE SERKE','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24664'
'LAWE SIGALA BARAT','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE SIGALA BARAT JAYA','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE SIGALA II','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE SIGALA TIMUR','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE TUA GAB','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'LAWE TUA MAKMUR','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'MULIE DAME','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'NDAUH NI TENGGAU','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'SEBUNGKE','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'SUKA DAMAI','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'SUKA JAYA','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'SUKA MAJU','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'TANAH BARU','LAWE SIGALA-GALA','ACEH TENGGARA','ACEH','24673'
'CINTA DAMAI','BABUL MAKMUR','ACEH TENGGARA','ACEH','24671'
'CINTA DAMAI','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'CINTA MAKMUR','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'DESKI JAYA','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'KUTE MAKMUR','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'LAWE DESKI I','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'LAWE DESKI SABAS','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'LAWE DESKY TONGAH','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'LAWE MANTIK','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'LAWE TAWAKH','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'MUARA SITULEN','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'MUSARA SETIA','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'PARDAMEAN','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'PARDOMUAN I','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'PARDOMUAN II','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'PINTU ALAS','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'SABILUSSALAM','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'SEJAHTERA','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'SEJAHTERA BARU','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'TANOH ALAS','BABUL MAKMUR','ACEH TENGGARA','ACEH','24674'
'KAMPUNG BARU','SEMADAM','ACEH TENGGARA','ACEH','24675'
'KEBUN SERE','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE BERINGIN GAYO','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE BERINGIN HORAS','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE KINGA GAB','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE KINGA T TINGGI','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE MEJILE','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE PETANDUK','SEMADAM','ACEH TENGGARA','ACEH','24675'
'LAWE PETANDUK I','SEMADAM','ACEH TENGGARA','ACEH','24675'
'NGK ALUR BULUH','SEMADAM','ACEH TENGGARA','ACEH','24675'
'PASAR PUNTUNG','SEMADAM','ACEH TENGGARA','ACEH','24675'
'SELAMAT INDAH','SEMADAM','ACEH TENGGARA','ACEH','24675'
'SEMADAM ASAL','SEMADAM','ACEH TENGGARA','ACEH','24675'
'SEMADAM AWAL','SEMADAM','ACEH TENGGARA','ACEH','24675'
'SEPAKAT SEGENEP','SEMADAM','ACEH TENGGARA','ACEH','24675'
'SIMPANG SEMADAM','SEMADAM','ACEH TENGGARA','ACEH','24675'
'SUKA MAKMUR','SEMADAM','ACEH TENGGARA','ACEH','24675'
'TITI PASIR','SEMADAM','ACEH TENGGARA','ACEH','24675'
'BINTANG ALGA MUSARA','LAUSER','ACEH TENGGARA','ACEH','24664'
'BUKIT BINTANG INDAH','LAUSER','ACEH TENGGARA','ACEH','24664'
'BUKIT MERIAH','LAUSER','ACEH TENGGARA','ACEH','24664'
'BUN BUN INDAH','LAUSER','ACEH TENGGARA','ACEH','24664'
'BUN BUN INDAH','LAUSER','ACEH TENGGARA','ACEH','24664'
'BUNBUN ALAS','LAUSER','ACEH TENGGARA','ACEH','24664'
'GAYE SENDAH','LAUSER','ACEH TENGGARA','ACEH','24664'
'GUNUNG PAK-PAK','LAUSER','ACEH TENGGARA','ACEH','24664'
'KANE MENDE','LAUSER','ACEH TENGGARA','ACEH','24664'
'KOMPAS','LAUSER','ACEH TENGGARA','ACEH','24664'
'KUTE HAKHAPEN','LAUSER','ACEH TENGGARA','ACEH','24664'
'LAUT TAWAR','LAUSER','ACEH TENGGARA','ACEH','24664'
'LAWE SEKHAKUT','LAUSER','ACEH TENGGARA','ACEH','24664'
'NAGA TIMBUL','LAUSER','ACEH TENGGARA','ACEH','24664'
'PERMATA MUSARA','LAUSER','ACEH TENGGARA','ACEH','24664'
'PUNCE NALI','LAUSER','ACEH TENGGARA','ACEH','24664'
'SADE ATE','LAUSER','ACEH TENGGARA','ACEH','24664'
'SEPAKAT','LAUSER','ACEH TENGGARA','ACEH','24664'
'SUKA DAMAI','LAUSER','ACEH TENGGARA','ACEH','24664'
'TANJUNG SARI','LAUSER','ACEH TENGGARA','ACEH','24664'
'TUNAS MUDE','LAUSER','ACEH TENGGARA','ACEH','24664'
'UKHAT PESELUK','LAUSER','ACEH TENGGARA','ACEH','24664'
'BAMBEL','BAMBEL','ACEH TENGGARA','ACEH','24671'
'BAMBEL GABUNGAN','BAMBEL','ACEH TENGGARA','ACEH','24671'
'BIAK MULI','BAMBEL','ACEH TENGGARA','ACEH','24671'
'BIAK MULI BARU','BAMBEL','ACEH TENGGARA','ACEH','24671'
'BIAK MULI PANTE RAJA','BAMBEL','ACEH TENGGARA','ACEH','24671'
'BIAK MULI SEJAHTERA','BAMBEL','ACEH TENGGARA','ACEH','24671'
'CINTA DAMAI','BAMBEL','ACEH TENGGARA','ACEH','24671'
'CINTA DAMAI','BAMBEL','ACEH TENGGARA','ACEH','24674'
'KUNING I','BAMBEL','ACEH TENGGARA','ACEH','24671'
'KUNING II','BAMBEL','ACEH TENGGARA','ACEH','24671'
'KUTA BULUH','BAMBEL','ACEH TENGGARA','ACEH','24677'
'KUTE ANTARA','BAMBEL','ACEH TENGGARA','ACEH','24671'
'KUTE SERI','BAMBEL','ACEH TENGGARA','ACEH','24673'
'LAWE HIJO','BAMBEL','ACEH TENGGARA','ACEH','24671'
'LAWE HIJO METUAH','BAMBEL','ACEH TENGGARA','ACEH','24671'
'LAWE KIHING','BAMBEL','ACEH TENGGARA','ACEH','24671'
'LEMBAH HAJI','BAMBEL','ACEH TENGGARA','ACEH','24671'
'LIKAT','BAMBEL','ACEH TENGGARA','ACEH','24671'
'PANCAR IMAN','BAMBEL','ACEH TENGGARA','ACEH','24671'
'PEDESI','BAMBEL','ACEH TENGGARA','ACEH','24671'
'PINDING','BAMBEL','ACEH TENGGARA','ACEH','24671'
'PULO KEDONDONG','BAMBEL','ACEH TENGGARA','ACEH','24671'
'PULO PERENGGE','BAMBEL','ACEH TENGGARA','ACEH','24671'
'RIKIT','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TERUTUNG MEGARA ASLI','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TERUTUNG PAYUNG GABUNGAN','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TERUTUNG PAYUNG HILIR','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TERUTUNG PAYUNG HULU','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TERUTUNG SEPERAI','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TUALANG SEMBILAR','BAMBEL','ACEH TENGGARA','ACEH','24671'
'TUALANG SEMBILAR BARU','BAMBEL','ACEH TENGGARA','ACEH','24671'
'ALUR BULUH','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'AMALIAH','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'BAMBEL BARU','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'DARUL IMAMI','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'DARUSSALAM','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'GUMPANG','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'KERUKUNAN','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'KUTA LENGAT PAGAN','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'KUTA LENGAT SELIAN','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'KUTA LINGGA','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'MAHA SINGKIL','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'MBAK SAKO','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'PAYE RAMBUNG','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'PEJUANG','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'REMA','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'RIKIT BUR','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'RIKIT BUR II','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'SEBUDI JAYA','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'TENEMBAK BINTANG','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'TUALANG BARU','BUKIT TUSAM','ACEH TENGGARA','ACEH','24676'
'BERANDANG','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'BUAH PALA','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'KISAM GABUNGAN','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'KISAM KUTE PASIR','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'KISAM LESTARI','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'KUTA LESUNG','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'KUTE BUNIN','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'LAWE PERLAK','LAWE SUMUR','ACEH TENGGARA','ACEH','24657'
'LAWE SUMUR','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'LAWE SUMUR BARU','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'LAWE SUMUR SEPAKAT','LAWE SUMUR','ACEH TENGGARA','ACEH','24664'
'PENOSAN','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'SETIA BARU','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'TERUTUNG MEGARE LAWE PASARAN','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'TIGER MIKO','LAWE SUMUR','ACEH TENGGARA','ACEH','24672'
'ALAS MERANCAR','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'BATU BULAN ASLI','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'BATU BULAN I','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'BATU BULAN II','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'BATU BULAN SEPAKAT','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'BATUMBULAN BARU','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'GUMPANG JAYA','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'KAMPUNG MELAYU GABUNGAN','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'KAMPUNG MELAYU I','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'KAMPUNG RAJA','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'KOTA KUTACANE','BABUSSALAM','ACEH TENGGARA','ACEH','24611'
'KUTACANE LAMA','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'MBARUNG','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'MUARA LAWE BULAN','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'PERAPAT HILIR','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'PERAPAT HULU','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'PERAPAT SEPAKAT','BABUSSALAM','ACEH TENGGARA','ACEH','24683'
'PERAPAT SEPAKAT','BABUSSALAM','ACEH TENGGARA','ACEH','24664'
'PULO LATONG','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'PULO PEDING','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'PULO SANGGAR','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'PULONAS','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'TERUTUNG PEDI','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'UJUNG BARAT','BABUSSALAM','ACEH TENGGARA','ACEH','24619'
'BAHAGIA','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'KANDANG BELANG MANDIRI','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'KUTA BANTIL','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'KUTAMBARU','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'KUTE BULUH BOTONG','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'KUTE MBARU BENCAWAN','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'LAWE KINGE','LAWE BULAN','ACEH TENGGARA','ACEH','24675'
'LAWE KINGE','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'LAWE KULOK','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'LAWE RUTUNG','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'LAWE SAGU','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'LAWE SAGU HILIR','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'LAWE SAGU HULU','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'MBACANG RACUN','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'PASIR GALA','LAWE BULAN','ACEH TENGGARA','ACEH','24657'
'PASIR PENJENGAKAN','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'PERAPAT TIMUR','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'PULONAS BARU','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'SIMPANG EMPAT','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'TELAGA MEKAR','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
'TENEMBAK JUHAR','LAWE BULAN','ACEH TENGGARA','ACEH','24677'
